"generated_id","Loyaltyvirtue","Authorityvice","Loyaltyvice","Fairnessvice","Carevirtue","Authorityvirtue","Purityvice","Purityvirtue","Carevice","Fairnessvirtue","author","date.enter","date.exit","followers","guid","date","retweets","favorites","bioname","chamber","district_code","state_abbrev","dim1","dim2","log_likelihood","geo_mean_probability","number_of_votes","number_of_errors","C114","C115","affiliation","Party","partyd","retweets_T","favorites_T"
"416220","0.286649552653206","0.180887386093503","0.161612116259506","0.214619374211633","0.247768665698822","0.323466488294082","0.064120735324611","0.212412812237358","0.267988874105382","0.206950216540458","repstefanik","2015-01-03","","15274","682913317896216576","2016-01-01 13:16:37","3","7","STEFANIK, Elise M","House","21","NY","0.214","0.049","-43.29865","0.889","368","12","TRUE","TRUE","R","Republican","0","1.38629436111989","2.07944154167984"
"416221","0.187713397520673","0.160963295572896","0.0986989475334564","0.135898964018197","0.157115886892173","0.193930533243755","0.00371509096144415","0.126790345416965","0.148671881628803","0.108279665441309","repthompson","1999-01-03","","20848","682913852523196416","2016-01-01 13:18:45","1","4","THOMPSON, Michael","House","5","CA","-0.395","0.063","-35.68871","0.90757","368","15","TRUE","TRUE","D","Democratic","1","0.693147180559945","1.6094379124341"
"416222","0.217586597285016","0.159220556177468","0.0860538467859229","0.14080377786139","0.22425780686549","0.288800483450314","0.0405769290663117","0.267752660546377","0.233399877142744","0.155574978499017","senatorhassan","2017-01-03","","139482","682916697548820480","2016-01-01 13:30:03","12","22","HASSAN, Margaret (Maggie)","Senate","0","NH","-0.26","-0.363","-12.76511","0.92766","170","6","FALSE","TRUE","D","Democratic","1","2.56494935746154","3.13549421592915"
"416223","0.245837772820672","0.168245948499692","0.123293191747965","0.151998895185786","0.195929677277156","0.250927737198561","0.0750980630880567","0.149749617247909","0.181588826683064","0.172531592534143","repgoodlatte","1993-01-03","","41922","682920224971083776","2016-01-01 13:44:04","2","3","GOODLATTE, Robert William","House","6","VA","0.493","-0.001","-19.09805","0.94916","366","5","TRUE","TRUE","R","Republican","0","1.09861228866811","1.38629436111989"
"416224","0.282787735123038","0.198105905343779","0.149408098613164","0.195475876535268","0.285963451655285","0.333094323136983","0.0471810184791082","0.20949287346397","0.230483968763363","0.226169233237078","senatorfischer","2013-01-03","","52892","682924255877566464","2016-01-01 14:00:05","3","10","FISCHER, Debra (Deb)","Senate","0","NE","0.473","0.31","-3.36817","0.98038","170","2","TRUE","TRUE","R","Republican","0","1.38629436111989","2.39789527279837"
"416225","0.406274177028038","0.322158950317714","0.222866340834724","0.232378760757715","0.437219070926183","0.385102013933971","0.194690555088421","0.358294446838626","0.229259336950239","0.400709814343876","reploisfrankel","2013-01-03","","18957","682924279852171264","2016-01-01 14:00:11","1","2","FRANKEL, Lois","House","21","FL","-0.423","-0.043","-20.28849","0.94224","341","9","TRUE","TRUE","D","Democratic","1","0.693147180559945","1.09861228866811"
"416226","0.230485053749947","0.161014716810175","0.123735643344725","0.150587495605235","0.200668225870028","0.286731331500019","0.0254658709704902","0.191640019828668","0.170175556260371","0.133595924799788","desjarlaistn04","2011-01-03","","14277","682924318150397952","2016-01-01 14:00:20","2","8","DESJARLAIS, Scott","House","4","TN","0.591","-0.12","-16.20426","0.95646","364","4","TRUE","TRUE","R","Republican","0","1.09861228866811","2.19722457733622"
"416227","0.263368039241616","0.158301758992496","0.131963808741085","0.165536189018044","0.239375212515124","0.275720317202235","0.0239374768769507","0.184082548962339","0.172393009496338","0.168945184532467","senatorshaheen","2009-01-03","","82982","682924333283426304","2016-01-01 14:00:23","3","12","SHAHEEN, Jeanne","Senate","0","NH","-0.272","-0.343","-14.05439","0.92065","170","6","TRUE","TRUE","D","Democratic","1","1.38629436111989","2.56494935746154"
"416229","0.289096904060876","0.191100605485439","0.183311040959654","0.185909107307924","0.266826004286969","0.30804765547994","0.0740344434735195","0.200226813771328","0.227791698978607","0.166194162739341","usreplong","2011-01-03","","14696","682926226110021632","2016-01-01 14:07:55","2","6","LONG, Billy","House","7","MO","0.567","0.33","-11.04266","0.96804","340","3","TRUE","TRUE","R","Republican","0","1.09861228866811","1.94591014905531"
"416230","0.233011214361468","0.242865349744106","0.226236871178153","0.233262828424737","0.239871362647496","0.237143414146504","0.22675156864526","0.258196996987797","0.26454888162234","0.211791623946047","repshimkus","1997-01-03","","26956","682926817167196160","2016-01-01 14:10:16","3","1","SHIMKUS, John M.","House","15","IL","0.373","0.133","-18.55994","0.95082","368","5","TRUE","TRUE","R","Republican","0","1.38629436111989","0.693147180559945"
"416231","0.216762440051048","0.13866344919098","0.172376171249821","0.160286218344574","0.187074997854051","0.239751202477247","0.118399265322765","0.184429977758978","0.195648796861103","0.1839743776469","sencapito","2001-01-03","","51108","682928274268237824","2016-01-01 14:16:03","2","11","CAPITO, Shelley Moore","Senate","0","WV","0.258","0.051","-9.20686","0.94636","167","3","TRUE","TRUE","R","Republican","0","1.09861228866811","2.484906649788"
"416233","0.217033440541468","0.171252160254762","0.143189185682304","0.201317754623458","0.245175824369763","0.283851299751338","0.0924837213288584","0.21462206716104","0.221117023322544","0.193976102916358","repgusbilirakis","2007-01-03","","24698","682929408156528640","2016-01-01 14:20:33","3","5","BILIRAKIS, Gus","House","12","FL","0.398","0.028","-16.48119","0.95525","360","5","TRUE","TRUE","R","Republican","0","1.38629436111989","1.79175946922806"
"416234","0.287480432014895","0.259754200986586","0.210122403357413","0.233257007813379","0.292149444634687","0.353182154982594","0.0769578820225874","0.200981713079546","0.255967101161869","0.228427929500465","austinscottga08","2011-01-03","","15875","682929522698760192","2016-01-01 14:21:01","2","5","SCOTT, Austin","House","8","GA","0.588","0.196","-20.45623","0.94593","368","6","TRUE","TRUE","R","Republican","0","1.09861228866811","1.79175946922806"
"416235","0.333791073885101","0.228281041630755","0.224044211697266","0.291350385492967","0.298613803889754","0.331164172536149","0.118842212886324","0.213032001104603","0.286608427831608","0.31230184064503","sendonnelly","2007-01-03","","88571","682930849189380096","2016-01-01 14:26:17","8","11","DONNELLY, Joe","Senate","0","IN","-0.119","0.428","-25.36291","0.8591","167","8","TRUE","TRUE","D","Democratic","1","2.19722457733622","2.484906649788"
"416236","0.221370212740288","0.184165185348924","0.115348908549103","0.169013620590363","0.191192294603353","0.212111250208758","0.149787398761237","0.194530609206365","0.204955101712664","0.180124966254784","gopleader","2007-01-03","","139880","682931729158516736","2016-01-01 14:29:47","5","2","MCCARTHY, Kevin","House","23","CA","0.462","0.192","-15.70931","0.95776","364","2","TRUE","TRUE","R","Republican","0","1.79175946922806","1.09861228866811"
"416237","0.236508870386465","0.153438080754296","0.121383555345723","0.158244196352936","0.278373858395008","0.254697707484662","0.0473386143274107","0.187691581701892","0.212902797759073","0.152956436648419","vernbuchanan","2007-01-03","","25969","682932111586816000","2016-01-01 14:31:18","4","7","BUCHANAN, Vernon G.","House","16","FL","0.359","-0.156","-22.13197","0.94037","360","7","TRUE","TRUE","R","Republican","0","1.6094379124341","2.07944154167984"
"416238","0.222301749409368","0.17722662693684","0.107826793913282","0.139722549388693","0.19189043505111","0.286125995664985","-0.00531092500343618","0.207083235435066","0.192699591802087","0.150396673940586","sengarypeters","2009-01-03","","111548","682932547878285312","2016-01-01 14:33:02","2","9","PETERS, Gary C.","Senate","0","MI","-0.233","-0.213","-28.1519","0.84487","167","8","TRUE","TRUE","D","Democratic","1","1.09861228866811","2.30258509299405"
"416239","0.200393493793248","0.0623605889221261","0.0965961052360994","0.0778392721593711","0.216662581831056","0.122532699650896","0.011077949730145","0.147890491597237","0.103637868108961","0.104503262573995","hurdonthehill","2015-01-03","","23669","682935060283011072","2016-01-01 14:43:01","1","6","HURD, William Ballard","House","23","TX","0.406","0.211","-33.77542","0.91092","362","17","TRUE","TRUE","R","Republican","0","0.693147180559945","1.94591014905531"
"416240","0.312124219645493","0.330425049970251","0.254083951979964","0.327968557408121","0.363507351409998","0.41951431671495","0.240948437676544","0.271916179121415","0.398644612112293","0.302600477636331","repalgreen","2005-01-03","","47858","682937979409666048","2016-01-01 14:54:37","1","5","GREEN, Al","House","9","TX","-0.43","0.317","-38.57496","0.89758","357","18","TRUE","TRUE","D","Democratic","1","0.693147180559945","1.79175946922806"
"416241","0.323949852822926","0.163002641604994","0.156737657473916","0.150083054898067","0.307237092218558","0.305640933707876","0.0596014979010662","0.279235017973237","0.21901436790211","0.157641839224929","repdianeblack","2011-01-03","","25359","682939144629272576","2016-01-01 14:59:15","1","6","BLACK, Diane","House","6","TN","0.577","0.233","-12.63258","0.96465","351","3","TRUE","TRUE","R","Republican","0","0.693147180559945","1.94591014905531"
"416242","0.289488825414765","0.180151955839375","0.167592836913089","0.261399439534346","0.299587501118409","0.299412565809444","0.099307886044225","0.22609608582922","0.288111641651402","0.252686429957851","sen_joemanchin","2010-11-15","","137745","682939350678552576","2016-01-01 15:00:04","3","16","MANCHIN, Joe, III","Senate","0","WV","-0.064","0.458","-32.63383","0.82534","170","17","TRUE","TRUE","D","Democratic","1","1.38629436111989","2.83321334405622"
"416243","0.108671615199862","0.106560998089148","0.0367584727090902","0.0350541585054367","0.076287898143855","0.173561814237774","-0.059296112798981","0.0667508073738027","0.0653395603653737","0.039299172100499","cathymcmorris","2005-01-03","","43365","682939367908716544","2016-01-01 15:00:08","2","7","McMORRIS RODGERS, Cathy","House","5","WA","0.427","0.153","-14.82169","0.96052","368","4","TRUE","TRUE","R","Republican","0","1.09861228866811","2.07944154167984"
"416244","0.20334740006331","0.216546248780818","0.131405673854677","0.198247089064251","0.192860612904551","0.288309971310568","0.0561365591829853","0.16418578942765","0.263767346027981","0.18600658277525","reprobinkelly","2013-04-09","","21142","682939403476414464","2016-01-01 15:00:16","3","1","KELLY, Robin L.","House","2","IL","-0.449","-0.026","-17.96517","0.95052","354","8","TRUE","TRUE","D","Democratic","1","1.38629436111989","0.693147180559945"
"416246","0.239201697043838","0.229725636576537","0.104417664972093","0.233770816254021","0.25758326950302","0.33447616070949","0.0700890445714666","0.194031487492911","0.250934982309961","0.220396969502644","senstabenow","1997-01-03","","83573","682940124594868224","2016-01-01 15:03:08","4","16","STABENOW, Deborah Ann","Senate","0","MI","-0.327","0.017","-20.38921","0.88571","168","9","TRUE","TRUE","D","Democratic","1","1.6094379124341","2.83321334405622"
"416247","0.196886665160267","0.162211287933972","0.0849506319307247","0.168674812085966","0.138718587765814","0.211008501839219","0.0649118625459276","0.193227127269835","0.205448558135364","0.163737917735488","rep_stevewomack","2011-01-03","","17088","682941611513257984","2016-01-01 15:09:03","2","2","WOMACK, Steve","House","3","AR","0.332","0.594","-16.82525","0.95531","368","4","TRUE","TRUE","R","Republican","0","1.09861228866811","1.09861228866811"
"416249","0.294891995260786","0.178077976173212","0.168211101456985","0.251282553752655","0.317256637502484","0.29754562974805","0.126353616887017","0.246357964582613","0.231576396071514","0.232540134386359","reproybalallard","1993-01-03","","20071","682942419902558208","2016-01-01 15:12:16","3","3","ROYBAL-ALLARD, Lucille","House","40","CA","-0.47","-0.202","-28.29972","0.9252","364","16","TRUE","TRUE","D","Democratic","1","1.38629436111989","1.38629436111989"
"416250","0.205162092899179","0.216352573639243","0.196256649370339","0.250630248564087","0.203871531757656","0.27472822417956","0.14898530216747","0.16651012057117","0.25527033430436","0.195363429340323","nitalowey","1989-01-03","","24352","682943292561047552","2016-01-01 15:15:44","2","3","LOWEY, Nita M.","House","17","NY","-0.389","-0.159","-21.3088","0.94314","364","9","TRUE","TRUE","D","Democratic","1","1.09861228866811","1.38629436111989"
"416251","0.265498614644895","0.156952478399216","0.181154941887041","0.20017298111148","0.308243047111458","0.245710520184657","0.114581171548929","0.256960123264944","0.238878684295807","0.185120840255006","sentoomey","1999-01-03","","108079","682947206198996992","2016-01-01 15:31:17","5","11","TOOMEY, Patrick Joseph","Senate","0","PA","0.629","-0.29","-5.26405","0.9686","165","2","TRUE","TRUE","R","Republican","0","1.79175946922806","2.484906649788"
"416252","0.217601051953984","0.111959359385908","0.0852361190247349","0.157204499665271","0.201681415623608","0.230884159057813","0.137222140691068","0.217827753249335","0.184245941263342","0.149962696017234","reppeteolson","2009-01-03","","8604","682947869087682560","2016-01-01 15:33:55","3","3","OLSON, Pete","House","22","TX","0.538","0.316","-15.12489","0.95897","361","4","TRUE","TRUE","R","Republican","0","1.38629436111989","1.38629436111989"
"416253","0.214787557111272","0.156247693061407","0.0966495594507148","0.150453774732836","0.214934977202535","0.262258743454179","0.0292537595934475","0.150881321619013","0.203259837588114","0.149414778045647","repadriansmith","2007-01-03","","9421","682949404660084736","2016-01-01 15:40:01","1","7","SMITH, Adrian","House","3","NE","0.508","0.188","-18.84884","0.94954","364","5","TRUE","TRUE","R","Republican","0","0.693147180559945","2.07944154167984"
"416254","0.305911730897841","0.235365308023711","0.181018381595705","0.237600936197311","0.32691940776246","0.386877287457081","0.0927250791089471","0.304012875961623","0.317234489414349","0.264840530478085","repstephenlynch","2001-10-16","","15898","682954469105991680","2016-01-01 16:00:08","2","4","LYNCH, Stephen F.","House","8","MA","-0.35","0.021","-38.2201","0.89927","360","22","TRUE","TRUE","D","Democratic","1","1.09861228866811","1.6094379124341"
"416255","0.244759968890438","0.223711101082261","0.188774972149801","0.234612507250027","0.261181447104941","0.340010071390794","0.0933141811763151","0.216029090716115","0.259810387607762","0.23243599875246","repbillfoster","2008-03-08","","40697","682954489800687616","2016-01-01 16:00:13","1","0","FOSTER, Bill","House","11","IL","-0.221","-0.223","-32.17805","0.91627","368","13","TRUE","TRUE","D","Democratic","1","0.693147180559945","0"
"416256","0.277607736106414","0.212116525193124","0.182322395957669","0.23228884205162","0.22694605418594","0.304350427925324","0.0516779311974637","0.186981690679101","0.263854273446315","0.228414849163082","repveasey","2013-01-03","","15634","682955115586842624","2016-01-01 16:02:42","2","2","VEASEY, Marc","House","33","TX","-0.412","0.307","-50.24992","0.87204","367","18","TRUE","TRUE","D","Democratic","1","1.09861228866811","1.09861228866811"
"416258","0.306398395456886","0.208050934082724","0.196509810853177","0.182944434974045","0.30937060355362","0.339901586158695","0.114737185416114","0.302595717340792","0.258855752704285","0.168193397700265","repstevechabot","1995-01-03","","24210","682958729550016512","2016-01-01 16:17:04","1","5","CHABOT, Steve","House","1","OH","0.583","-0.262","-13.39127","0.96426","368","1","TRUE","TRUE","R","Republican","0","0.693147180559945","1.79175946922806"
"416259","0.210690728248284","0.149432439411661","0.108444700773489","0.115005754742161","0.19349794984731","0.250331314001635","0.00938239819852586","0.147772196725998","0.161004378010524","0.0828866362007334","repmimiwalters","2015-01-03","","11536","682959770911948800","2016-01-01 16:21:12","2","6","WALTERS, Mimi","House","45","CA","0.393","0.228","-15.2969","0.95928","368","3","TRUE","TRUE","R","Republican","0","1.09861228866811","1.94591014905531"
"416260","0.175374057063235","0.178939023761764","0.087330264366436","0.214206768486471","0.176311455106963","0.261752370749303","0.118340108348915","0.181931535490416","0.267420878207875","0.196903595304495","repstevechabot","1995-01-03","","24210","682959987216224256","2016-01-01 16:22:04","9","27","CHABOT, Steve","House","1","OH","0.583","-0.262","-13.39127","0.96426","368","1","TRUE","TRUE","R","Republican","0","2.30258509299405","3.3322045101752"
"416261","0.227979286366169","0.19334149912048","0.144432782491597","0.189639149772122","0.266785489480703","0.296037841344984","0.0871947681164259","0.239247147643726","0.279597322988847","0.21842958095872","repsanfordsc","1995-01-03","","11359","682961236292550656","2016-01-01 16:27:02","2","1","SANFORD, Mark","House","1","SC","0.697","-0.717","-69.78188","0.81346","338","38","TRUE","TRUE","R","Republican","0","1.09861228866811","0.693147180559945"
"416265","0.130364087485901","0.240835199220842","0.142355865319198","0.206931137408442","0.164778762933321","0.172246072885775","0.0665319160066087","0.10373602160236","0.159067053177095","0.0616781036662572","repbilljohnson","2011-01-03","","30366","682962662699982848","2016-01-01 16:32:42","2","1","JOHNSON, Bill","House","6","OH","0.435","0.241","-24.09819","0.93628","366","18","TRUE","TRUE","R","Republican","0","1.09861228866811","0.693147180559945"
"416266","0.274971498649279","0.222773335946938","0.181075795063542","0.148589344519034","0.16004420202953","0.312987579121245","0.0684655347494202","0.197698572661356","0.12999297062411","0.271997143965477","amyklobuchar","2007-01-03","","401354","682962802537963520","2016-01-01 16:33:15","63","100","KLOBUCHAR, Amy","Senate","0","MN","-0.24","-0.176","-13.61245","0.92305","170","3","TRUE","TRUE","D","Democratic","1","4.15888308335967","4.61512051684126"
"416267","0.226995613618614","0.157742657752876","0.100125175935701","0.146496029445135","0.283479755268488","0.247999008612806","0.0464778961077492","0.172778651246671","0.176837318194291","0.148109058615473","repjohndelaney","2013-01-03","","17949","682964223492755456","2016-01-01 16:38:54","0","0","DELANEY, John","House","6","MD","-0.274","0.016","-36.8594","0.90319","362","21","TRUE","TRUE","D","Democratic","1","0","0"
"416268","0.257946315998215","0.145961243757287","0.120723964836365","0.144933894425904","0.26801538217034","0.272441862165868","0.0608735467269443","0.251794066159547","0.227475862141705","0.14429310411893","reptomgraves","2010-06-08","","17235","682965137029001216","2016-01-01 16:42:32","0","4","GRAVES, Tom","House","14","GA","0.756","-0.085","-25.79105","0.93214","367","19","TRUE","TRUE","R","Republican","0","0","1.6094379124341"
"416270","0.228547972638288","0.14238563576363","0.126230450147481","0.119231888182085","0.213222715652414","0.245515408879613","0.0403682566234568","0.180827678990456","0.157826735425289","0.114520468767996","repevanjenkins","2015-01-03","","6638","682965408622718976","2016-01-01 16:43:36","1","4","JENKINS, Evan H.","House","3","WV","0.312","0.305","-33.11942","0.91303","364","19","TRUE","TRUE","R","Republican","0","0.693147180559945","1.6094379124341"
"416271","0.184262827215889","0.238716712813268","0.128355779162699","0.244044136377939","0.212155703665078","0.260623832150288","0.0861571739096415","0.180422242246037","0.301439877404832","0.196888555430467","sendonnelly","2007-01-03","","88571","682965537123627008","2016-01-01 16:44:07","5","8","DONNELLY, Joe","Senate","0","IN","-0.119","0.428","-25.36291","0.8591","167","8","TRUE","TRUE","D","Democratic","1","1.79175946922806","2.19722457733622"
"416272","0.247611912353544","0.15942352451364","0.153941928932193","0.125888804386977","0.251415939395308","0.239706557807136","-0.00653225750774138","0.21214623596281","0.187036282934225","0.129320615610788","sendeanheller","2007-01-03","","91152","682965824521424896","2016-01-01 16:45:16","4","7","HELLER, Dean","Senate","0","NV","0.463","-0.474","-46.23496","0.75941","168","18","TRUE","TRUE","R","Republican","0","1.6094379124341","2.07944154167984"
"416273","0.267201813259604","0.170792513679332","0.111198107571328","0.125337780818163","0.27139214101785","0.27477201338463","0.07311452789793","0.257505067649551","0.200170812107086","0.143824387380907","repgregorymeeks","1998-02-03","","24266","682966376991080448","2016-01-01 16:47:27","1","1","MEEKS, Gregory W.","House","5","NY","-0.418","-0.082","-26.97975","0.92436","343","14","TRUE","TRUE","D","Democratic","1","0.693147180559945","0.693147180559945"
"416274","0.272284717129297","0.182839496409642","0.120386314320484","0.155267726144767","0.175317158628566","0.257599302810992","0.0249609125574572","0.181253664885162","0.153907263125949","0.161773091664329","reptipton","2011-01-03","","17671","682966522600411136","2016-01-01 16:48:02","0","3","TIPTON, Scott","House","3","CO","0.462","-0.041","-35.33922","0.90748","364","19","TRUE","TRUE","R","Republican","0","0","1.38629436111989"
"416275","0.184979398860186","0.116774618073531","0.0848514193995381","0.104366474174664","0.179175485697323","0.115949118833443","0.023257130777878","0.083062938326848","0.131092599292317","0.125319789828639","repterrisewell","2011-01-03","","28050","682966580335095808","2016-01-01 16:48:16","0","7","SEWELL, Terri","House","7","AL","-0.393","0.408","-28.84797","0.9234","362","9","TRUE","TRUE","D","Democratic","1","0","2.07944154167984"
"416276","0.326518586425922","0.232794223736116","0.212190441779908","0.274362110578012","0.312684365824326","0.349356413952159","0.110232604169315","0.269171038670497","0.290263021985445","0.287665050054491","repmcnerney","2007-01-03","","19104","682969247375593472","2016-01-01 16:58:52","0","1","McNERNEY, Jerry","House","9","CA","-0.258","-0.132","-27.98112","0.9264","366","11","TRUE","TRUE","D","Democratic","1","0","0.693147180559945"
"416277","0.133358388752843","0.175171965332542","0.0724869856390941","0.148630704402428","0.10696948788671","0.188921912881878","0.0523265403486822","0.107782632759174","0.171621207198459","0.142726348151605","reppittenger","2013-01-03","","12627","682969542348283904","2016-01-01 17:00:02","1","0","PITTENGER, Robert","House","9","NC","0.556","0.297","-19.50798","0.94653","355","15","TRUE","TRUE","R","Republican","0","0.693147180559945","0"
"416279","0.139380589656839","0.149229151417215","0.133981363009363","0.101254751189075","0.148604705508878","0.118388058542448","0.046035693988848","0.0624821969288027","0.278582241261291","0.0974823614832173","repjerrynadler","1992-11-03","","48712","682970107501490176","2016-01-01 17:02:17","3","1","NADLER, Jerrold Lewis","House","10","NY","-0.51","-0.501","-22.43057","0.93843","353","13","TRUE","TRUE","D","Democratic","1","1.38629436111989","0.693147180559945"
"416280","0.202948000873328","0.177090885090664","0.130459408601652","0.214867752065521","0.191841523691502","0.271891047645272","0.0436481461883466","0.129509709146245","0.250030755501669","0.1998082546508","reptedlieu","2015-01-03","","94999","682970348552339456","2016-01-01 17:03:14","1","6","LIEU, Ted","House","33","CA","-0.336","-0.411","-28.18581","0.91644","323","17","TRUE","TRUE","D","Democratic","1","0.693147180559945","1.94591014905531"
"416281","0.325756303038491","0.263977372310574","0.203731852932274","0.259187162960673","0.274632656698022","0.376343436942918","0.112315060923889","0.27545000505414","0.279221659816717","0.305635439014699","repspeier","2008-04-08","","107469","682970789243699200","2016-01-01 17:04:59","6","23","SPEIER, Karen Lorraine Jacqueline (Jackie)","House","14","CA","-0.387","-0.445","-25.15506","0.93215","358","9","TRUE","TRUE","D","Democratic","1","1.94591014905531","3.17805383034795"
"416282","0.35661075659849","0.219199636157397","0.226513526511299","0.24209722375056","0.402226006097599","0.336334856300666","0.156610508714451","0.341131625806355","0.301499720259912","0.221917862097846","stevescalise","2008-05-03","","242918","682970917740351488","2016-01-01 17:05:30","2","8","SCALISE, Steve","House","1","LA","0.56","0.127","-7.42994","0.97106","253","2","TRUE","TRUE","R","Republican","0","1.09861228866811","2.19722457733622"
"416283","0.40832591028869","0.274766197155901","0.234549144197546","0.248011050085703","0.351659965608221","0.359263828004836","0.113261395269582","0.224583708409123","0.341340448774584","0.328645933806022","repkclark","2013-12-10","","56249","682971719200555008","2016-01-01 17:08:41","13","18","CLARK, Katherine M.","House","5","MA","-0.48","-0.479","-14.97762","0.9588","356","3","TRUE","TRUE","D","Democratic","1","2.63905732961526","2.94443897916644"
"416284","0.270599161429323","0.245130937494287","0.172849707450991","0.218519479621033","0.257252893341134","0.351314311245083","0.0600670405549397","0.193420448232305","0.282561293926244","0.234303783998171","clyburn","1993-01-03","","55414","682972507356434432","2016-01-01 17:11:49","4","21","CLYBURN, James Enos","House","6","SC","-0.465","0.263","-23.69681","0.9338","346","9","TRUE","TRUE","D","Democratic","1","1.6094379124341","3.09104245335832"
"416285","0.165899494322469","0.176356300467104","0.0196941810847939","0.216834901979752","0.240272656145528","0.196163160483913","0.0795698532577816","0.156625112629953","0.177465109593889","0.221184681232191","senalexander","2003-01-03","","76088","682973322737393664","2016-01-01 17:15:03","2","6","ALEXANDER, Lamar","Senate","0","TN","0.323","-0.184","-5.2977","0.96802","163","1","TRUE","TRUE","R","Republican","0","1.09861228866811","1.94591014905531"
"416286","0.229101937708993","0.195387948251184","0.157675701783116","0.234769152831289","0.209796965092671","0.28018753220423","0.113540919551167","0.148952345534578","0.223854312549781","0.19018259408037","marshablackburn","2003-01-03","","50915","682974685689163776","2016-01-01 17:20:28","5","4","BLACKBURN, Marsha","House","7","TN","0.614","0.129","-13.88488","0.96227","361","4","TRUE","TRUE","R","Republican","0","1.79175946922806","1.6094379124341"
"416287","0.196084296830586","0.191220054779404","0.106210992553975","0.124187708572037","0.254720847217105","0.283448627566431","0.102358515867689","0.253837196631525","0.171962570459807","0.226790394460965","reproybalallard","1993-01-03","","20071","682975518686363648","2016-01-01 17:23:47","9","5","ROYBAL-ALLARD, Lucille","House","40","CA","-0.47","-0.202","-28.29972","0.9252","364","16","TRUE","TRUE","D","Democratic","1","2.30258509299405","1.79175946922806"
"416288","0.190048121046854","0.148662085408568","0.178193898418211","0.146955385339206","0.166853507358734","0.246545196229934","-0.00555748611936538","0.114029479076129","0.135036699663184","0.147389985011184","senjohnmccain","1983-01-03","","3133458","682977403614842880","2016-01-01 17:31:16","68","180","McCAIN, John Sidney, III","Senate","0","AZ","0.381","-0.624","-24.70455","0.85267","155","10","TRUE","TRUE","R","Republican","0","4.23410650459726","5.19849703126583"
"416289","0.15973389897806","0.186250623542508","0.116684693706769","0.186825145711266","0.137314249867056","0.24731286692245","0.0333154574982208","0.112410850590108","0.218402246250234","0.158609291911507","ronwyden","1981-01-03","","381761","682978565495754752","2016-01-01 17:35:53","9","18","WYDEN, Ronald Lee","Senate","0","OR","-0.314","-0.406","-26.87703","0.85297","169","11","TRUE","TRUE","D","Democratic","1","2.30258509299405","2.94443897916644"
"416290","0.150624089311961","0.129863134795824","0.0730977262915668","0.166104894492419","0.177043461497713","0.166888507689537","0.124707591271712","0.242993341848816","0.188888049312666","0.175597999822137","repjudychu","2009-06-14","","46099","682978687973748736","2016-01-01 17:36:23","3","8","CHU, Judy","House","27","CA","-0.504","-0.314","-20.19335","0.9456","361","9","TRUE","TRUE","D","Democratic","1","1.38629436111989","2.19722457733622"
"416291","0.151194393201733","0.0814995521273002","0.0649132299344924","0.159170339029828","0.177760877206853","0.161065530185727","0.0479720645875505","0.063587917909232","0.167953603848178","0.157511711870313","repesty","2013-01-03","","21453","682979627346845696","2016-01-01 17:40:06","1","2","ESTY, Elizabeth","House","5","CT","-0.305","-0.118","-30.57066","0.91987","366","12","TRUE","TRUE","D","Democratic","1","0.693147180559945","1.09861228866811"
"416292","0.348549320355198","0.248024326971363","0.209042315207629","0.232268240573776","0.372681868169839","0.330455454838708","0.129193499770949","0.255984619132807","0.271541119550005","0.314494480223742","mariodb","2003-01-03","","34060","682979638830862336","2016-01-01 17:40:09","3","4","DIAZ-BALART, Mario","House","25","FL","0.278","0.086","-39.92633","0.89638","365","16","TRUE","TRUE","R","Republican","0","1.38629436111989","1.6094379124341"
"416293","0.206626983284843","0.151517624272936","0.0753638541071202","0.133147196978363","0.224730850335482","0.27071844425825","0.0105980929477066","0.212048418930215","0.200962460034168","0.143513975891076","repleezeldin","2015-01-03","","16438","682981677296041984","2016-01-01 17:48:15","3","8","ZELDIN, Lee M","House","1","NY","0.338","-0.069","-26.38718","0.93044","366","7","TRUE","TRUE","R","Republican","0","1.38629436111989","2.19722457733622"
"416294","0.146920299848572","0.166240820450903","0.162328279278709","0.155473006813534","0.154893679479418","0.172138203767023","0.0743119797648725","0.097344699579788","0.114423498098064","0.147800127654552","jasoninthehouse","2009-01-03","2017-06-30","354368","682981777271439360","2016-01-01 17:48:39","38","21","CHAFFETZ, Jason","House","3","UT","0.647","-0.278","-10.59311","0.95867","251","5","TRUE","TRUE","R","Republican","0","3.66356164612965","3.09104245335832"
"416296","0.109105564048691","0.118673442348665","0.0588015753170222","0.0961110286855773","0.13786741474874","0.192738414812507","-0.0163292275511727","0.0954786159929979","0.157500863875643","0.0794965844540637","repvisclosky","1985-01-03","","11608","682983366019395584","2016-01-01 17:54:58","1","7","VISCLOSKY, Peter","House","1","IN","-0.402","0.249","-35.12931","0.90603","356","11","TRUE","TRUE","D","Democratic","1","0.693147180559945","2.07944154167984"
"416297","0.217792466146695","0.190098647743181","0.116416430195239","0.187127110279776","0.257923571055402","0.243266430933083","0.191372980591788","0.243931748947376","0.195784932245785","0.167619006639103","repjudychu","2009-06-14","","46099","682983559813050368","2016-01-01 17:55:44","6","8","CHU, Judy","House","27","CA","-0.504","-0.314","-20.19335","0.9456","361","9","TRUE","TRUE","D","Democratic","1","1.94591014905531","2.19722457733622"
